full_text,text_weight,text_weight_label,class_sentiment
menang prabowogibran pilpres berkah alhamdulillah mas tum kaesang silaturahmi hadir tasyakur pimpin habib husein ba agil tuban jawa timur syukur doa tulus panjat orang,28,1,positif
berita lolos perhati netizen gegara ribut pilpres,-7,0,negatif
anies baswedan kolegannya sudirman said samasama ambisi maju pilkada jakarta sudirman said jabat cocaptain timnas aniesmuhaimin pilpres terangterangan sindir anies jakarta batu lompat pilpres,0,1,netral
ketua pdip megawati soekarnoputri pidato politik buka acara rakernas v kontestasi pilpres megawati parpol koalisi,2,1,positif
calon presiden capres calon wakil presiden cawapres nomor urut prbaowo subianto gibran rakabuming raka menang pilih presiden pilpres hasil komisi pilih kpu rapat pleno rekapitulasi,16,1,positif
pilpres tim hukum ganjar mahfud kemarin daftar gugat mahkamah konstitusi lihat benteng demokrasi konstitusi bismillah,9,1,positif
gue kecewa jokowi titik kekecewaabln gue gibran sah daftar calon wakil presiden pilpres kemarin nyambung ya aka mini thread,5,1,positif
hormat apresiasi mas anies baswedan jajar juang keras sukses pilpres saksi militansi kader pks amin jazakumullah ahsanal jaza pks pilpres,10,1,positif
heheheheinget drama jaman surabaya presiden gak tangis tuh bbm eh kali serang kader menang pilpres kayak lho rakyat muak th reformasi,-16,0,negatif
pilpres is such an irritating era gue gaya pose foto andal,11,1,positif
golkar pdip pilpres pdip kadung khianat golkar bahan main sadar betapa rendah martabat partai politik mata jokowi pragmatisme,-2,0,negatif
ken usaha nungging garukgaruk aspal kali menang pilpres no dah,5,1,positif
dasar proker pilpres jokowi anies nothing be ashamed of pilih dasar adu program,-5,0,negatif
hahahah kpu ubah format debat pilpres debat khusus cawapres,6,1,positif
cawecawe presiden jokowi netral bahaya adil pilpres,2,1,positif
nope obsesi perkara pilpres anies anggap mesiah teamnya berani buka forum diskusi masyarakat gerak positif anakanak muda program sesuai butuh betapa pintar like what a lost,3,1,positif
rusak nalar politik kuasa pilpres shg rusak negara tinggal tunggu,10,1,positif
nyata perintah lsraei coba buka hubung diplomatik nkrl berita diamdiam jalin hubung jakarta hmmm kirakira paslon anggap lsraei janji pilpres yah,7,1,positif
jelang pilpres november suasana saing panas kandidat resmi partai republik donald trump vonis salah adil uang tutul mulut sarat nuansa politis efek pasar modal,17,1,positif
bahasa daerah nyata punah ancam lestari reply versi bahasa daerah malu rai gedek jawa timur,-4,0,negatif
sengketa pilpres ricuh sengketa pilpres aman damai beda junjung beda arah,-2,0,negatif
here we go psi resmi deklarasi dukung prabowogibran pilpres,3,1,positif
surya paloh buka kerja megawati soekarnoputri putar pilpres,5,1,positif
maaf sidang tanggal kemarin salah australia negara batal hsl pilpres austria batal hasil pilpres juli austria negara maju negara bentuk,-8,0,negatif
resmi nomor urut caprescawapres pilpres anies muhaimin prabowo gibran ganjar mahfud pilih,5,1,positif
walikota presiden gua jokowi as one of the indonesian great politician pilpres main kotor obrakabrik konstitusi kerah sumber daya menang anak what a shame,1,1,positif
aniesmuhaimin unggul suara suara persen,6,1,positif
anies kalah pilpres juang gerak ubah harap dukung juang,9,1,positif
film dirty vote persen curang pilpres,-2,0,negatif
pdip nilai makan malam jokowi prabowo konfirmasi kepala negara netral kontestasi pilpres,8,1,positif
sore dialog netralitas aparat pilpres fakta janggal kait pasang cctv koneksi kpu polres jawa timur,-2,0,negatif
orba purapura pilih kuasa purapura bikin milu reformasi pemilupilpres antusias lampau sedih kalah milu langsung jujur adil buka pilpres,8,1,positif
mhn maaf komitmen anies prabowo pilpres komitmen prabowo trauma sikap jokowi susah gendong jakarta gubernur dki eeh jalan mundur lawan ulang makan,7,1,positif
kaget hasil pilpres sedih gugah indonesia alam defisit moral lapis anggap normal hilang nilai bentuk bangsa,19,1,positif
permendikbud ukt rancang student loan bahas universitas ukt mei takut keos pilpres otak kapitalis kerja mikir daya beli masyarakat turun rasional ngutang,13,1,positif
pilpres jilatri jilat ludah agum gumelar luhut panjaitan wiranto elite psi putar prabowo tentara pecat dosanys rakyat katak,-3,0,negatif
jokowi sumpah alquran netral pilpres,3,1,positif
koalisi prabowo resmi usung gibran cawapres pilpres,2,1,positif
prediksi putus kait pilpres terima orang indonesia australia dasar pasal,5,1,positif
sekian hitung lihat kompetensi paslon orangorang capres cawapres gue putus pilpres gue pilih amin pileg gue setia coblos caleg,7,1,positif
anggota komite ham pbb netralitas jokowi pilpres,-3,0,negatif
anies usul pks pilgub jakarta partai eks usung anies pilpres pandang kait peluang anies,1,1,positif
israel diamdiam jabat ri pilpres berita september jumat wib kutip orang jabat israel nama lapor klaim indonesia waspada reaksi negatif masyarakat,-1,0,negatif
gugat hasil pilpres aniesimin milu ulang gibran,3,1,positif
megawati rusak pilpres kader pdip jokowi hadehhhternyata mantan kader sayang,3,1,positif
alas ganjarmahfud gugat pencawapresan gibran ptun batal calon pilpres,-5,0,negatif
garagara bayar utang negara triliun wtf ngutang suruh bayar salah biar duit puter brengsek deh omonomon pascapilpres,-12,0,negatif
pks buka pdip gabung pilpres masuk putar,-5,0,negatif
prab sptnya menang pilpres jejak filipina,4,1,positif
ubah syarat calon kepala daerah pakar milu olah replikasi pilpres,-1,0,negatif
pilpres tad,0,1,netral
kejut militer gibran khianat prabowo menang pilpres alas,3,1,positif
alas ganjarmahfud kalah megawati bikin tsm kampanye sesak belah sepi ketua blusukan nginap belah nangkring programdebat pilpres belah sumuhun dawuh bikin tsm,-22,0,negatif
indonesia maju jokowi wajib mundur hormat kpk firli bahuri ketua kpk hasil pansel jokowi calon sangka peras syl wajib mundur wibawa paman usman adik ipar jokowi wajib mundur legitimasi moral pilpres gibran bin jokowi wajib,2,1,positif
work alam anggota kpps masuk cv sender alam anggota kpps pas pilpres pilkada otw pilpres,-2,0,negatif
menteri bumn et anggap gagal sehat milik negara et sibuk bangun citra pilpres anggota hormat banser acara inagurasi ansor kemarin beliau,4,1,positif
ketua dpp pdip puan maharani titik air mata terima kasih rakyat indonesia dukung ganjarmahfud pilpres,2,1,positif
kpu pakai sirekap pilkada pilpres,0,1,netral
prediksi a pilpres kali sejarah hasil qc hasil rc panik engga panik engga skenario ngajak damai putus hasil syah,8,1,positif
kaca polemik putus pilpres pdip putus parah rusak tatanan hukum,10,1,positif
milu deklarasi buka bangsa korup pilpres amp pileg telanjang jenis rusak konstitusional rakyat hak tuntut amplop amp sembako putus rantai tanggungjawab,-2,0,negatif
resmi jadwal debat caprescawapres pilpres selasa desember jumat desember minggu januari minggu januari minggu februari rencana debat laku jakarta,12,1,positif
fahri parah gubernur agenda maju pilpres sindir anies,-8,0,negatif
romo magnis heran jokowi reaksi cacat etik calon gibran pilpres,1,1,positif
citra maju pilpres,2,1,positif
putus nomor buka peluang gibran rakabuming raka kontestan pilpres nyata sah mundur hakim anwar usman milik bentur perkara konsekwensinya,8,1,positif
breaking kpu menang pilpres buka puasa,5,1,positif
arfi bambani team lingkar aniesmuhaimin pilpres,-2,0,negatif
deddy corbuzier bantu menang prabowo pilpres langgar netralitas tni,7,1,positif
anis kalah pilkada dki harap menang tiru salah hormat pilpres ajar harga tiru ulang,3,1,positif
puan maaf kader pdip junjung etika politik pilpres,-1,0,negatif
ngegibran kosa valid lu artik arti ngegibran berita anakanak muda gibran banget lu kpu ubah format debat pilpres debat khusus cawapres,2,1,positif
dejavu pola pilpres putus syarat maju pilkada,6,1,positif
udahlah mohon dicatet pilpres putar ganjar vs prabowo nasdem pkb pks gamang gelora ganjar menang muak orang rezim puncak januari jam,7,1,positif
ketua pkb muhaimin iskandar senang mantan pasang berkontestasi pilpres anies baswedan maju pilkada dki,6,1,positif
rebut jatah menteri kali yaw gosa sok kejut salah menang pilpres cakar cakar where have you been sejati komentar kalo komentar komentator politik,9,1,positif
pilpres robah undang batas usiaapalagi cuman gubernurdaripada ngabisin anggar mending lansung lantik inikalau provinsi isi anak jokowi prabowodah capek lihat indonesia,13,1,positif
cak imin tawar uang triliun maju pilpres,-4,0,negatif
muhaimin janji langsung berantas total judi online menang pilpres,7,1,positif
selesai ganggu proses konsolidasi pilkada adi,4,1,positif
megawati rusak pilpres kader jokowi,3,1,positif
kali pilpres bela jokowi konsisten tolak prabowo ujung jokowi dukung prabowo nitip anak jokowi dukung prabowo biar heboh kayak gin nalar sehat jungkirbalik,1,1,positif
lihat cermin pilpres kemarin orang ingkar anies potensial dpd pdip dki jakarta jakarta utara kutip jumat,4,1,positif
pilpres jilid pilkada jakarta anies baswedan vs ridwan kamil,-2,0,negatif
nama anies santer suara maju pilgub jakarta kalah kontestasi pilpres kuat anies tanding jakarta,6,1,positif
ketua pdip megawati tni andika perkasa lihat upaya tnipolri bawa politik praktis pilpres,12,1,positif
habib rizieq dukung seru ijtima ulama menang aniesmuhaimin pilpres,16,1,positif
maaf psi beda nasdem calon orang menang kuasa politisasi agama big no,4,1,positif
duet aniesahy prediksi menang pilpres tuju,8,1,positif
aniesahy potensi menang pilpres tuju rtl,10,1,positif
dana judi online ferdy sambo duga kawal pilpres capai rp triliun,12,1,positif
salip anies baswedan publik lihat kharisma prabowo tokoh utama pilpres,3,1,positif
politisasi ayat tuju pilpres milik tiket masuk surga harap kerumun berjilidjilid nista alquran sungguh ya kayak,0,1,netral
urus beres gagas pilpres assssu kabeh,-2,0,negatif
anies percaya omong deh,-2,0,negatif
pilpres junjung maju sekian kali lawan bikin kpu bawaslu ketua kpu ketua bawaslu menang,3,1,positif
gua bayang calon pilpres pasang sodor prabowopuan vs aniesahy mending gua golput alih profesi youtuber kayak atta halilintar bikin konten receh,-8,0,negatif
insya allah tanggal mei sidang gugat dkk pilpres bisik tokoh senior nasional gugutan kabul mk tolak rakyat hakim,-7,0,negatif
sby pilpres atur pasang,8,1,positif
ajar menteri amp pjbt pusat statemen beda gubernur utama dki olah prsepsi trjadinya jegalan pilpres pempus broposisi pemda aneh lucuamp bahaya pres lurusknamp pemda posisi subsistem,1,1,positif
nasdem demokrat pks deklarasi koalisi pilpres dukung bismillah anies ri,5,1,positif
pilpres narasi gua medsos anggap pengaruh gua bungkam aktif partai semangat banget dorong santri lenggang menang calon its just politic nothing personal,7,1,positif
yenny wahid ajak gusdurian dukung gubernur dki jakarta anies baswedan pilpres nyata sinyal kuat simpul kuat kelompok nahdliyyin,11,1,positif
gerak propaganda ijazah palsu jokowi buah bunuh karakter presiden karakter jokowi hancur kompas utama gerak massa pilpres jokowi kesana gerak,-3,0,negatif
teman pengin pilih prabowo nyalon pilpres ketawa pengin fadli zon mendagri diam lihat pikir ulang,7,1,positif
pidato megawati refleksi jengkel hasil pilpres,2,1,positif
kalo pas mati khusus orang indo additional question pilih pilpres kalo prabowo langsung masuk neraka sodomi iblis wujud bahlil luhut,-5,0,negatif
s ratus harga nasbhkn internasional nafsu anies keok keroyok kualitas percaya sejati menang pilpres nyata curang,14,1,positif
bikin pilpres dukung jokowi lihat partai partai dukung dukung sosok pimpin sosok ganjar pranowo komitmen konsistensi juang biar orang,21,1,positif
alas koalisi pilpres beda pilkada,-2,0,negatif
layak orang gubernur jateng kader dukung suka jelek contoh pilpres orang kerja jatuh ganjar pranowo nyagub pilih,11,1,positif
amp ekstrim yad milu pilpres terstruktur sistematis amp masive lembut amp jujur,1,1,positif
pdip kalbar warning prabowo caracara pilpres pilkada,0,1,netral
opini sungguh cetek anak kandung anak tiri pilpres milu pilih pilpres presiden rakyat indonesia pilih kemarin presiden,-5,0,negatif
wacana hak angket bongkar duga curang milu uap pascaputusan mahkamah konstitusi mk kait sengketa hasil pilpres,-7,0,negatif
rival pilpres usung anies pilgub jakarta,0,1,netral
prabowo rangkul parpol kalah pilpres,-7,0,negatif
prabowogibran butuh dukung perintah partaipartai lawan pilpres,0,1,netral
innalillahi wa inna ilayhi duka cita pulang sahabat mas pilpres pisah partai saksi mas bambang orang pilkada tangsel mas li claudia,9,1,positif
next tau gaes kalo nama program unggul prabowo ganti nih nama makan gizi gratis prabowo makan gizi kasih pas siang,8,1,positif
pbnu izin kelola tambang hubung imbal bantu proses pilpres,2,1,positif
parpol prediksi tahan koalisi pilpres pilgub dki jakarta bentuk poros,8,1,positif
full pdip beber pilkada adi konflik pilpres bawa daerah,6,1,positif
ketua pkb muhaimin iskandar senang mantan pasang berkontestasi pilpres anies baswedan maju pilkada dki,6,1,positif
chotimah pilpres sarat langgar lihat bagibagi sembako uang diam kuasa jokowi prabowo gibran menang sederhana,14,1,positif
anies ungkit luka rusuh hasil pilpres gerak,-1,0,negatif
sindir megawati pdip pilpres milu buruk sejarah demokrasi indonesia milu orde lepas pdip berani nyata partai oposisi,-6,0,negatif
juang serang capres nya keok rendah pilpres pelihara dendam kongres partai garagara jokowi dukung capres lihat hasil nya pilkada serentak,3,1,positif
pdip harap prabowogibran kawal pilkada demokratis curang penyalahgunaan kuasa,2,1,positif
ubah uu via sang kakak pilpres ubah pkpu via adik pilgub atur ubah syarat usia kaesang maju pilkada serentak,7,1,positif
hebat megawati soekarnoputri kritik anak puan maharani kak dpr cengeng beda jokowi mbiarkan anak cawapres berkat paman gibran kak conflict of interest nepotisme langgar etika bdemokrasi amp pilpres adil,-12,0,negatif
hadap pilkada serentak adi pdip bentur aparat pilpres,3,1,positif
megawati soekarnoputri milu khusus pilpres rupa buruk sejarah imbas curang tsm,-11,0,negatif
curang pilpres tsm beathor megawati nyata lawan jokowi mbelgendes,0,1,netral
pdip kerja partai politik lihat kubu pilpres,4,1,positif
prof mhd prof rezim jokowi laku curang cawecawe pilpres bemper rezim jokowi kesan takut akyat dobodohi,-4,0,negatif
thekid maxelyou jykesuma lebaran kuda kecewa sakit hati kalah telak pilpres lupa,-9,0,negatif
pimpin daerah pdip kompak pilpres ulang pilkada,0,1,netral
elit politik masuk salah menteri banget juang hancur lebur pilpres orang presiden periode partai tuju sandera,-3,0,negatif
rakernas pdip buka siang megawati pidato politik helat pilpres,2,1,positif
ketua dpp pdip puan maharani sanggup tahan tangis terima kasih rakyat indonesia helat pilpres,2,1,positif
trump janji tindak protes propalestina deportasi mahasiswa asing ambil menang pilpres as,-4,0,negatif
megawati tsm pilpres akibat penyalahgunaan kuasa,4,1,positif
harap masyarakat pilih prabowo milu pilih prabowo alih pilih anies prabowo nyata menang kontestasi pilpres,5,1,positif
cerita megawati kerap ganjarmahfud kalah pilpres bikin tsm,-2,0,negatif
austerity bijak kondisi asersi sesat government spending pesat pilpres utama bansos bener misalokasi ujung kanibalisasi program social net,2,1,positif
orang nama said jabat tum partai buruh mengatasnamakan buruh amp jabat ambigu pilpres bawa partai dukung prabowo gibran rupa titis rezim jokowi susah rakyat,-7,0,negatif
